Num_Acc;id_usager;id_vehicule;num_veh;place;catu;grav;sexe;an_nais;trajet;secu1;secu2;secu3;locp;actp;etatp
202200000144;1 099 361;813 707;A01;1;1;4;1;1986.0;1;2;6;-1;0;0;-1
202200000145;1 099 354;813 702;C01;1;1;1;1;1983.0;9;1;0;-1;0;0;-1
202200000145;1 099 355;813 702;C01;6;2;1;1;2015.0;5;1;0;-1;0;0;-1
202200000145;1 099 356;813 702;C01;2;2;1;2;1977.0;9;1;0;-1;0;0;-1
202200000145;1 099 357;813 703;B01;1;1;1;1;1965.0;1;1;0;-1;0;0;-1
202200000145;1 099 358;813 704;A01;1;1;4;1;2003.0;9;1;0;-1;0;0;-1
202200000146;1 099 352;813 700;A01;1;1;1;1;1939.0;9;1;0;-1;0;0;-1
202200000146;1 099 353;813 701;B01;1;1;4;1;2000.0;9;8;0;-1;0;0;-1
202200000147;1 099 350;813 698;A01;1;1;4;1;1979.0;1;8;0;-1;0;0;-1
202200000148;1 099 348;813 697;A01;10;3;3;1;1995.0;9;0;-1;-1;2;5;1
202200000148;1 099 349;813 697;A01;1;1;1;1;1986.0;1;1;0;-1;0;0;-1
202200000149;1 099 346;813 696;A01;10;3;4;2;1990.0;1;0;-1;-1;3;3;1
202200000149;1 099 347;813 696;A01;1;1;1;1;1972.0;1;2;6;-1;0;0;-1
202200000150;1 099 344;813 694;B01;1;1;1;1;1968.0;4;1;0;-1;0;0;-1
202200000150;1 099 345;813 695;A01;1;1;4;1;1958.0;5;2;6;-1;0;0;-1
202200000151;1 099 341;813 691;B01;1;1;1;1;1965.0;1;1;0;-1;0;0;-1
202200000151;1 099 342;813 692;C01;1;1;4;1;1983.0;1;1;0;-1;0;0;-1
202200000151;1 099 343;813 693;A01;1;1;4;2;1963.0;1;1;0;-1;0;0;-1
202200000152;1 099 340;813 690;A01;1;1;4;2;1993.0;1;8;0;-1;0;0;-1
202200000153;1 099 338;813 689;A01;10;3;4;2;1982.0;1;0;-1;-1;3;3;1
202200000153;1 099 339;813 689;A01;1;1;1;1;1987.0;1;1;0;-1;0;0;-1
202200000154;1 099 336;813 688;A01;1;1;1;1;1980.0;4;1;0;-1;0;0;-1
202200000154;1 099 337;813 688;A01;10;3;4;1;1963.0;9;0;-1;-1;3;3;1
202200000155;1 099 334;813 687;A01;10;3;4;2;1965.0;5;0;-1;-1;5;9;1
202200000155;1 099 335;813 687;A01;1;1;1;1;2002.0;2;8;0;-1;0;0;-1
202200000156;1 099 332;813 685;A01;1;1;1;2;1965.0;5;1;0;-1;0;0;-1
202200000156;1 099 333;813 686;B01;1;1;4;2;1994.0;1;1;0;-1;0;0;-1
202200000157;1 099 330;813 684;A01;1;1;1;1;1995.0;1;2;0;-1;0;0;-1
202200000157;1 099 331;813 684;A01;10;3;4;2;1978.0;9;0;-1;-1;1;3;1
202200000158;1 099 329;813 683;B01;1;1;4;1;1998.0;4;1;-1;-1;0;0;-1
202200000159;1 099 326;813 680;B01;1;1;3;1;1962.0;0;2;0;-1;-1; -1;-1
202200000159;1 099 327;813 681;A01;1;1;1;1;1991.0;0;1;0;-1;-1; -1;-1
202200000160;1 099 323;813 678;B01;1;1;4;1;1971.0;5;1;8;-1;-1; -1;-1
202200000160;1 099 324;813 678;B01;3;2;1;2;2010.0;5;1;8;-1;-1; -1;-1
202200000160;1 099 325;813 679;A01;1;1;1;1;1990.0;5;1;8;-1;-1; -1;-1
202200000161;1 099 321;813 676;B01;1;1;1;1;2002.0;5;8;0;-1;-1; -1;-1
202200000161;1 099 322;813 677;A01;1;1;3;1;2004.0;5;8;0;-1;-1; -1;-1
202200000162;1 099 316;813 674;A01;1;1;1;1;1980.0;4;8;0;-1;-1; -1;-1
202200000162;1 099 317;813 674;A01;2;2;1;1;1987.0;4;8;0;-1;-1; -1;-1
202200000162;1 099 318;813 675;B01;1;1;1;1;1961.0;5;8;0;-1;-1; -1;-1
202200000162;1 099 319;813 675;B01;2;2;1;1;1985.0;5;8;0;-1;-1; -1;-1
202200000162;1 099 320;813 675;B01;3;2;4;2;1961.0;5;8;0;-1;-1; -1;-1
202200000163;1 099 311;813 670;B01;2;2;1;1;2004.0;0;1;0;-1;-1; -1;-1
202200000163;1 099 312;813 670;B01;1;1;4;2;1966.0;0;1;0;-1;-1; -1;-1
202200000163;1 099 313;813 671;A01;1;1;1;1;1995.0;1;1;0;-1;-1; -1;-1
202200000164;1 099 310;813 669;A01;1;1;4;2;1992.0;0;8;0;-1;0;0;-1
202200000165;1 099 308;813 667;B01;1;1;4;2;1990.0;1;8;0;-1;-1; -1;-1
202200000165;1 099 309;813 668;A01;1;1;1;1;2000.0;0;8;0;-1;-1; -1;-1
202200000166;1 099 306;813 665;A01;1;1;1;1;1971.0;1;1;0;-1;-1; -1;-1
202200000166;1 099 307;813 666;B01;1;1;4;2;1971.0;1;8;0;-1;-1; -1;-1
202200000167;1 099 304;813 663;A01;1;1;4;1;2005.0;0;2;0;-1;-1; -1;-1
202200000167;1 099 305;813 664;B01;1;1;1;1;1985.0;0;1;0;-1;-1; -1;-1
202200000168;1 099 302;813 662;Z01;10;3;4;2;1929.0;5;8;8;-1;3;3;1
202200000169;1 099 300;813 661;A01;1;1;1;1;2004.0;5;2;6;-1;-1; -1;-1
202200000169;1 099 301;813 661;A01;2;2;3;2;2005.0;5;2;6;-1;-1; -1;-1
202200000170;1 099 298;813 660;A01;10;3;4;2;1946.0;5;0;-1;-1;3;3;1
202200000170;1 099 299;813 660;A01;1;1;1;1;1971.0;1;2;0;-1;0;0;-1
202200000171;1 099 295;813 659;A01;1;1;4;1;2001.0;5;1;-1;-1;-1; -1;-1
202200000171;1 099 296;813 659;A01;2;2;1;1;2002.0;5;1;-1;-1;-1; -1;-1
202200000171;1 099 297;813 659;A01;2;2;4;2;2003.0;5;1;-1;-1;-1; -1;-1
202200000172;1 099 293;813 657;A01;1;1;1;1;1944.0;0;1;-1;-1;-1; -1;-1
202200000172;1 099 294;813 658;B01;1;1;4;1;1976.0;1;2;6;-1;-1; -1;-1
202200000173;1 099 291;813 655;B01;1;1;4;1;1960.0;0;1;0;-1;-1; -1;-1
202200000173;1 099 292;813 656;A01;1;1;1;1;1999.0;4;1;8;-1;-1; -1;-1
202200000174;1 099 287;813 653;B01;1;1;3;2;1994.0;5;1;0;-1;-1; -1;-1
202200000174;1 099 288;813 653;B01;2;2;4;2;1996.0;5;1;0;-1;-1; -1;-1
202200000174;1 099 289;813 653;B01;4;2;4;2;1940.0;0;1;0;-1;-1; -1;-1
202200000174;1 099 290;813 654;A01;1;1;1;1;1993.0;4;1;0;-1;-1; -1;-1
202200000175;1 099 285;813 651;A01;1;1;1;1;1975.0;5;1;5;-1;0;0;-1
202200000175;1 099 286;813 652;B01;1;1;4;1;1998.0;5;1;5;-1;0;0;-1
202200000176;1 099 282;813 649;A01;2;2;1;2;2001.0;0;1;0;-1;-1; -1;-1
202200000176;1 099 283;813 649;A01;1;1;1;2;2002.0;-1;1;-1;-1;-1; -1;-1
202200000176;1 099 284;813 650;B01;1;1;4;1;1985.0;0;8;0;-1;-1; -1;-1
202200000177;1 099 280;813 647;A01;1;1;1;1;1992.0;5;1;0;-1;-1; -1;-1
202200000177;1 099 281;813 648;B01;1;1;4;1;1993.0;0;2;0;-1;-1; -1;-1
202200000178;1 099 278;813 645;A01;1;1;1;1;1965.0;1;1;0;-1;-1; -1;-1
202200000178;1 099 279;813 646;B01;1;1;4;1;1991.0;5;2;0;-1;-1; -1;-1
202200000179;1 099 276;813 643;B01;1;1;4;1;1991.0;0;8;0;-1;-1; -1;-1
202200000179;1 099 277;813 644;A01;1;1;1;1;1994.0;0;8;0;-1;-1; -1;-1
202200000180;1 099 274;813 641;B01;1;1;4;1;1953.0;4;1;0;-1;-1; -1;-1
202200000180;1 099 275;813 642;A01;1;1;1;1;1985.0;9;1;0;-1;-1; -1;-1
202200000181;1 099 272;813 639;B01;1;1;1;1;1987.0;4;1;-1;-1;0;0;-1
202200000181;1 099 273;813 640;A01;1;1;4;1;1970.0;1;2;6;-1;0;0;-1
202200000182;1 099 271;813 638;A01;1;1;3;2;2003.0;5;1;0;-1;-1; -1;-1
202200000183;1 099 269;813 636;B01;1;1;1;1;1973.0;5;1;0;-1;0;0;-1
202200000183;1 099 270;813 637;A01;1;1;4;1;1980.0;1;2;6;-1;0;0;-1
202200000184;1 099 267;813 634;B01;1;1;1;1;1993.0;4;1;8;-1;0;0;-1
202200000184;1 099 268;813 635;A01;1;1;4;1;1994.0;5;8;0;-1;0;0;-1
202200000185;1 099 265;813 632;B01;1;1;1;1;1989.0;9;1;0;-1;0;0;-1
202200000185;1 099 266;813 633;A01;1;1;4;1;1980.0;9;2;6;-1;0;0;-1
202200000186;1 099 263;813 631;A01;10;3;4;2;1942.0;5;0;-1;-1;3;3;1
202200000186;1 099 264;813 631;A01;1;1;1;1;1977.0;4;1;0;-1;0;0;-1
202200000187;1 099 261;813 629;B01;1;1;4;1;1999.0;1;2;6;-1;0;0;-1
202200000187;1 099 262;813 630;A01;1;1;4;2;1997.0;1;8;0;-1;0;0;-1
202200000188;1 099 259;813 628;A01;1;1;1;1;1979.0;4;1;0;-1;0;0;-1
202200000188;1 099 260;813 628;A01;10;3;4;2;1997.0;9;8;8;-1;4;3;1
202200000189;1 099 256;813 627;A01;2;2;4;2;1998.0;1;2;0;-1;0;0;-1
202200000189;1 099 257;813 627;A01;10;3;3;2;1938.0;5;0;-1;-1;2;3;1
202200000189;1 099 258;813 627;A01;1;1;4;1;1999.0;1;2;0;-1;0;0;-1
202200000190;1 099 254;813 626;A01;1;1;1;1;1966.0;9;1;0;-1;0;0;-1
202200000190;1 099 255;813 626;A01;10;3;4;2;1974.0;9;0;-1;-1;3;3;1
202200000191;1 099 252;813 624;B01;1;1;4;1;2000.0;9;2;6;-1;0;0;-1
202200000191;1 099 253;813 625;A01;1;1;1;1;1992.0;9;1;0;-1;0;0;-1
202200000192;1 099 250;813 623;A01;1;1;1;1;1972.0;4;1;0;-1;0;0;-1
202200000192;1 099 251;813 623;A01;10;3;4;2;1971.0;1;8;8;-1;4;3;1
202200000193;1 099 248;813 621;B01;1;1;4;1;1995.0;1;2;6;-1;0;0;-1
202200000193;1 099 249;813 622;A01;1;1;1;2;1999.0;5;1;0;-1;0;0;-1
202200000194;1 099 244;813 618;A01;1;1;1;1;1997.0;9;1;0;-1;-1; -1;-1
202200000194;1 099 245;813 619;B01;2;2;1;2;1984.0;5;2;6;-1;-1; -1;-1
202200000194;1 099 246;813 619;B01;1;1;4;1;1960.0;9;2;6;-1;-1; -1;-1
202200000194;1 099 247;813 620;C01;1;1;4;1;1990.0;0;2;0;-1;-1; -1;-1
202200000195;1 099 242;813 617;A01;1;1;1;1;1953.0;5;1;0;-1;-1; -1;-1
202200000195;1 099 243;813 617;A01;10;3;4;1;1973.0;5;8;8;-1;2;3;1
202200000196;1 099 240;813 615;A01;1;1;1;1;2002.0;9;1;0;-1;-1; -1;-1
202200000196;1 099 241;813 616;B01;1;1;4;1;1973.0;0;2;0;-1;-1; -1;-1
202200000197;1 099 236;813 613;B01;1;1;4;1;2001.0;0;8;0;-1;-1; -1;-1
202200000197;1 099 237;813 614;A01;2;2;1;1;1971.0;4;1;0;-1;-1; -1;-1
202200000197;1 099 238;813 614;A01;4;2;4;1;1993.0;4;1;0;-1;-1; -1;-1
202200000197;1 099 239;813 614;A01;1;1;1;1;1994.0;4;1;0;-1;-1; -1;-1
202200000198;1 099 234;813 612;A01;2;2;4;2;2001.0;0;2;0;-1;-1; -1;-1
202200000198;1 099 235;813 612;A01;1;1;4;1;1995.0;9;2;0;-1;-1; -1;-1
202200000199;1 099 230;813 609;A01;3;2;4;2;1976.0;1;1;8;-1;-1; -1;-1
202200000199;1 099 231;813 609;A01;1;1;1;1;1995.0;4;1;8;-1;0;0;-1
202200000199;1 099 232;813 610;B01;1;1;4;1;1982.0;4;1;8;-1;0;0;-1
202200000200;1 099 228;813 607;B01;1;1;4;1;1982.0;0;8;0;-1;0;0;-1
202200000200;1 099 229;813 608;A01;1;1;1;2;2002.0;0;1;0;-1;0;0;-1
202200000201;1 099 227;813 606;A01;1;1;4;1;1982.0;0;2;6;-1;-1; -1;-1
202200000202;1 099 224;813 603;B01;1;1;4;1;1979.0;5;2;0;-1;-1; -1;-1
202200000202;1 099 225;813 604;A01;1;1;1;2;1980.0;3;1;0;-1;-1; -1;-1
202200000203;1 099 223;813 602;A01;1;1;4;1;1964.0;5;2;6;-1;0;0;-1
202200000204;1 099 220;813 600;B01;1;1;4;1;1978.0;4;2;0;-1;-1; -1;-1
202200000204;1 099 221;813 601;A01;2;2;1;2;2000.0;9;1;0;-1;-1; -1;-1
202200000204;1 099 222;813 601;A01;1;1;1;1;1983.0;9;1;0;-1;-1; -1;-1
202200000205;1 099 218;813 599;A01;10;3;4;1;1994.0;0;0;-1;-1;2;3;1
202200000205;1 099 219;813 599;A01;1;1;1;2;1995.0;9;1;0;-1;-1; -1;-1
202200000206;1 099 217;813 598;A01;1;1;4;1;1990.0;0;0;-1;-1;0;0;-1
202200000207;1 099 216;813 597;A01;1;1;2;2;1961.0;1;1;-1;-1;0;0;-1
202200000208;1 099 215;813 596;A01;1;1;3;1;1988.0;5;1;-1;-1;0;0;-1
202200000209;1 099 213;813 594;A01;1;1;1;1;1981.0;1;1;-1;-1;0;0;-1
202200000209;1 099 214;813 595;B01;1;1;3;1;1969.0;0;8;-1;-1;0;0;-1
202200000210;1 099 212;813 593;A01;1;1;3;1;1989.0;5;2;6;-1;0;0;-1
202200000211;1 099 210;813 591;A01;1;1;3;1;2003.0;5;2;6;-1;0;0;-1
202200000212;1 099 209;813 590;A01;1;1;4;2;2003.0;1;1;-1;-1;0;0;-1
202200000213;1 099 208;813 589;A01;1;1;4;2;1948.0;5;1;-1;-1;0;0;-1
202200000214;1 099 206;813 588;A01;10;3;3;2;1931.0;0;0;-1;-1;3;3;1
202200000214;1 099 207;813 588;A01;1;1;1;1;1948.0;0;1;-1;-1;0;0;-1
202200000215;1 099 205;813 587;A01;1;1;3;1;1955.0;5;2;6;-1;0;0;-1
202200000216;1 099 203;813 585;A01;1;1;3;1;2000.0;5;2;6;-1;0;0;-1
202200000217;1 099 201;813 583;A01;1;1;1;1;1979.0;3;1;-1;-1;0;0;-1
202200000217;1 099 202;813 584;B01;1;1;3;1;2008.0;5;2;-1;-1;0;0;-1
202200000218;1 099 200;813 582;A01;1;1;4;2;1988.0;5;1;-1;-1;0;0;-1
202200000219;1 099 197;813 579;A01;1;1;1;1;1929.0;5;1;-1;-1;0;0;-1
202200000219;1 099 198;813 580;B01;1;1;4;1;1987.0;1;2;-1;-1;0;0;-1
202200000220;1 099 194;813 577;B01;1;1;1;1;1956.0;3;1;-1;-1;0;0;-1
202200000220;1 099 195;813 578;A01;2;2;4;1;2004.0;5;2;6;-1;0;0;-1
202200000220;1 099 196;813 578;A01;1;1;3;1;2008.0;5;2;6;-1;0;0;-1
202200000221;1 099 193;813 576;A01;1;1;3;1;2002.0;1;1;-1;-1;0;0;-1
202200000222;1 099 192;813 575;A01;1;1;4;1;2004.0;5;2;6;-1;0;0;-1
202200000223;1 099 190;813 574;A01;1;1;1;2;1956.0;5;1;-1;-1;0;0;-1
202200000223;1 099 191;813 574;A01;10;3;4;1;1945.0;5;0;-1;-1;1;3;1
202200000224;1 099 189;813 573;B01;1;1;3;2;1967.0;5;1;-1;-1;0;0;-1
202200000225;1 099 185;813 571;A01;7;2;3;1;2022.0;5;1;-1;-1;0;0;-1
202200000225;1 099 186;813 571;A01;2;2;4;1;1993.0;5;1;-1;-1;0;0;-1
202200000225;1 099 187;813 571;A01;1;1;3;1;2002.0;5;1;-1;-1;0;0;-1
202200000226;1 099 183;813 569;A01;1;1;1;1;1946.0;5;8;-1;-1;0;0;-1
202200000226;1 099 184;813 570;B01;1;1;4;1;1959.0;5;2;-1;-1;0;0;-1
202200000227;1 099 182;813 568;A01;1;1;3;1;1969.0;1;1;-1;-1;0;0;-1
202200000228;1 099 177;813 565;A01;1;1;3;2;2000.0;5;1;-1;-1;0;0;-1
202200000228;1 099 178;813 565;A01;9;2;1;2;2021.0;5;9;-1;-1;0;0;-1
202200000229;1 099 176;813 564;A01;1;1;3;2;2003.0;0;2;-1;-1;0;0;-1
202200000230;1 099 172;813 562;B01;1;1;3;1;1975.0;1;2;6;-1;0;0;-1
202200000230;1 099 173;813 563;A01;2;2;1;1;2010.0;5;1;-1;-1;0;0;-1
202200000230;1 099 174;813 563;A01;8;2;1;2;2013.0;5;3;-1;-1;0;0;-1
202200000230;1 099 175;813 563;A01;1;1;1;1;1982.0;5;1;-1;-1;0;0;-1
202200000231;1 099 170;813 560;A01;1;1;2;1;1957.0;5;1;-1;-1;0;0;-1
202200000231;1 099 171;813 561;B01;1;1;1;1;1983.0;4;1;-1;-1;0;0;-1
202200000232;1 099 168;813 559;A01;1;1;3;1;2004.0;9;2;-1;-1;0;0;-1
202200000232;1 099 169;813 559;A01;2;2;4;1;2007.0;9;2;-1;-1;0;0;-1
202200000233;1 099 166;813 557;A01;1;1;1;2;1997.0;0;1;-1;-1;0;0;-1
202200000233;1 099 167;813 558;B01;1;1;3;2;1932.0;9;1;9;-1;0;0;-1
202200000234;1 099 165;813 556;A01;1;1;2;1;1968.0;5;2;6;-1;0;0;-1
202200000235;1 099 164;813 555;A01;1;1;3;2;1998.0;5;1;-1;-1;0;0;-1
202200000236;1 099 163;813 554;A01;1;1;3;1;1973.0;5;2;-1;-1;0;0;-1
202200000237;1 099 161;813 553;A01;10;3;3;1;1992.0;0;0;-1;-1;1;3;1
202200000237;1 099 162;813 553;A01;1;1;1;1;1962.0;0;1;-1;-1;0;0;-1
202200000238;1 099 159;813 551;A01;1;1;1;2;1988.0;5;1;-1;-1;0;0;-1
202200000238;1 099 160;813 552;B01;1;1;3;1;1972.0;1;2;-1;-1;0;0;-1
202200000239;1 099 156;813 549;B01;1;1;1;1;1996.0;4;1;-1;-1;0;0;-1
202200000239;1 099 157;813 550;A01;1;1;3;1;2003.0;5;1;-1;-1;0;0;-1
202200000239;1 099 158;813 550;A01;2;2;3;1;2002.0;5;1;-1;-1;0;0;-1
202200000240;1 099 154;813 547;B01;1;1;1;1;1962.0;1;1;-1;-1;0;0;-1
202200000240;1 099 155;813 548;A01;1;1;3;1;2000.0;1;2;6;-1;0;0;-1
202200000241;1 099 152;813 545;A01;1;1;4;1;1973.0;9;1;-1;-1;0;0;-1
202200000241;1 099 153;813 546;B01;1;1;1;1;1990.0;0;1;-1;-1;0;0;-1
202200000242;1 099 150;813 544;A01;2;2;1;2;2001.0;5;1;-1;-1;0;0;-1
202200000242;1 099 151;813 544;A01;1;1;4;2;2002.0;5;1;-1;-1;0;0;-1
202200000243;1 099 148;813 542;A01;1;1;1;2;1980.0;0;8;-1;-1;0;0;-1
202200000243;1 099 149;813 543;B01;1;1;4;2;1995.0;1;1;-1;-1;0;0;-1
202200000244;1 099 146;813 540;A01;1;1;1;1;1981.0;1;1;-1;-1;0;0;-1
202200000244;1 099 147;813 541;B01;1;1;3;2;1975.0;5;1;-1;-1;0;0;-1
202200000245;1 099 144;813 538;A01;1;1;4;1;2000.0;9;2;7;-1;0;0;-1
202200000245;1 099 145;813 539;B01;1;1;1;1;1984.0;5;1;-1;-1;0;0;-1
202200000246;1 099 142;813 536;A01;1;1;1;1;1958.0;0;1;-1;-1;0;0;-1
202200000246;1 099 143;813 537;B01;1;1;3;1;1965.0;1;1;-1;-1;0;0;-1
202200000247;1 099 141;813 535;A01;1;1;3;1;1997.0;5;2;6;-1;0;0;-1
202200000248;1 099 137;813 531;C01;1;1;1;2;1992.0;5;1;-1;-1;0;0;-1
202200000248;1 099 138;813 532;D01;1;1;1;1;1954.0;5;1;-1;-1;0;0;-1
202200000248;1 099 139;813 533;B01;1;1;4;1;1982.0;5;2;6;-1;0;0;-1
202200000248;1 099 140;813 534;A01;1;1;3;1;1972.0;5;2;6;-1;0;0;-1
202200000249;1 099 136;813 530;A01;1;1;4;2;1999.0;1;1;-1;-1;0;0;-1
202200000250;1 099 134;813 529;A01;1;1;1;1;2003.0;0;8;-1;-1;0;0;-1
202200000250;1 099 135;813 529;A01;10;3;2;2;1936.0;3;0;-1;-1;1;2;1
202200000251;1 099 132;813 527;B01;1;1;3;1;1965.0;5;2;-1;-1;0;0;-1
202200000251;1 099 133;813 528;A01;1;1;1;1;1983.0;4;0;-1;-1;0;0;-1
202200000252;1 099 130;813 525;A01;1;1;1;1;1956.0;3;1;-1;-1;0;0;-1
202200000252;1 099 131;813 526;B01;1;1;2;1;1955.0;5;2;6;-1;0;0;-1
202200000253;1 099 128;813 523;A01;1;1;1;2;2003.0;1;1;-1;-1;0;0;-1
202200000253;1 099 129;813 524;B01;1;1;4;1;2003.0;1;2;-1;-1;0;0;-1
202200000254;1 099 119;813 520;A01;1;1;1;1;1979.0;5;1;-1;-1;0;0;-1
202200000254;1 099 120;813 521;B01;9;2;1;2;2022.0;5;3;-1;-1;0;0;-1
202200000254;1 099 121;813 521;B01;7;2;1;1;2018.0;5;1;-1;-1;0;0;-1
202200000254;1 099 122;813 521;B01;2;2;1;1;1964.0;5;1;-1;-1;0;0;-1
202200000254;1 099 123;813 521;B01;1;1;4;1;1990.0;5;1;-1;-1;0;0;-1
202200000254;1 099 124;813 521;B01;8;2;1;1;2013.0;0;0;-1;-1;0;0;-1
202200000254;1 099 125;813 522;C01;1;1;1;1;1987.0;5;1;-1;-1;0;0;-1
202200000254;1 099 126;813 522;C01;2;2;1;2;1990.0;5;1;-1;-1;0;0;-1
202200000254;1 099 127;813 522;C01;9;2;1;1;2020.0;5;3;-1;-1;0;0;-1
202200000255;1 099 117;813 518;A01;1;1;4;2;2000.0;0;1;-1;-1;0;0;-1
202200000255;1 099 118;813 519;B01;1;1;4;1;1980.0;0;1;-1;-1;0;0;-1
202200000256;1 099 115;813 517;A01;10;3;4;2;1961.0;3;0;-1;-1;3;3;1
202200000257;1 099 113;813 515;B01;1;1;2;1;1985.0;1;2;-1;-1;0;0;-1
202200000257;1 099 114;813 516;A01;1;1;1;1;1981.0;4;1;-1;-1;0;0;-1
202200000258;1 099 111;813 514;A01;1;1;4;1;1989.0;0;2;6;-1;-1; -1;-1
202200000258;1 099 112;813 514;A01;2;2;4;1;1990.0;0;2;6;-1;-1; -1;-1
202200000259;1 099 108;813 511;C01;1;1;4;2;1977.0;1;1;8;-1;-1; -1;-1
202200000259;1 099 109;813 512;B01;1;1;1;1;1982.0;9;1;0;-1;-1; -1;-1
202200000259;1 099 110;813 513;A01;1;1;1;2;1993.0;1;1;8;-1;-1; -1;-1
202200000260;1 099 104;813 509;B01;4;2;1;2;2020.0;5;1;8;-1;-1; -1;-1
202200000260;1 099 105;813 509;B01;2;2;1;2;1991.0;5;1;8;-1;-1; -1;-1
202200000260;1 099 106;813 509;B01;1;1;1;1;1988.0;5;1;8;-1;-1; -1;-1
202200000260;1 099 107;813 510;A01;1;1;4;1;1991.0;9;1;8;-1;-1; -1;-1
202200000261;1 099 101;813 506;C01;1;1;1;2;1965.0;0;1;0;-1;-1; -1;-1
202200000261;1 099 102;813 507;B01;1;1;4;2;1990.0;1;1;0;-1;-1; -1;-1
202200000261;1 099 103;813 508;A01;1;1;1;1;1988.0;0;1;0;-1;-1; -1;-1
202200000262;1 099 099;813 504;A01;1;1;4;1;1985.0;5;2;6;-1;0;0;-1
202200000262;1 099 100;813 505;B01;1;1;1;1;1977.0;5;1;0;-1;0;0;-1
202200000263;1 099 096;813 502;B01;1;1;1;1;1983.0;5;1;8;-1;-1; -1;-1
202200000263;1 099 097;813 502;B01;2;2;4;2;2002.0;5;1;8;-1;-1; -1;-1
202200000263;1 099 098;813 503;A01;1;1;1;1;1953.0;5;1;8;-1;-1; -1;-1
202200000264;1 099 094;813 500;A01;1;1;1;1;1981.0;4;8;0;-1;-1; -1;-1
202200000264;1 099 095;813 501;B01;1;1;4;1;1998.0;4;8;0;-1;-1; -1;-1
202200000265;1 099 092;813 498;A01;1;1;1;1;1996.0;4;1;0;-1;0;0;-1
202200000265;1 099 093;813 499;B01;1;1;4;1;1979.0;5;2;6;-1;0;0;-1
202200000266;1 099 087;813 496;A01;1;1;1;1;1990.0;0;1;0;-1;-1; -1;-1
202200000266;1 099 088;813 496;A01;2;2;1;1;1993.0;0;1;0;-1;-1; -1;-1
202200000266;1 099 089;813 496;A01;3;2;4;1;2013.0;0;1;0;-1;-1; -1;-1
202200000266;1 099 090;813 496;A01;4;2;4;1;2015.0;0;1;0;-1;-1; -1;-1
202200000266;1 099 091;813 497;B01;1;1;1;1;1970.0;0;1;0;-1;-1; -1;-1
202200000267;1 099 085;813 495;A01;1;1;1;2;1974.0;0;1;0;-1;-1; -1;-1
202200000267;1 099 086;813 495;A01;10;3;4;1;1953.0;5;0;-1;-1;1;3;1
202200000268;1 099 078;813 491;A01;1;1;4;1;1971.0;0;1;8;-1;-1; -1;-1
202200000268;1 099 079;813 492;B01;1;1;1;2;1990.0;0;1;8;-1;-1; -1;-1
202200000268;1 099 080;813 492;B01;3;2;1;2;2013.0;0;1;8;-1;-1; -1;-1
202200000268;1 099 081;813 492;B01;4;2;1;1;2016.0;0;1;8;-1;-1; -1;-1
202200000268;1 099 082;813 493;C01;1;1;1;2;1970.0;0;1;8;-1;-1; -1;-1
202200000268;1 099 083;813 493;C01;2;2;1;2;2000.0;0;1;8;-1;-1; -1;-1
202200000269;1 099 071;813 489;B01;3;2;1;1;1981.0;5;1;0;-1;-1; -1;-1
202200000269;1 099 072;813 489;B01;2;2;1;1;1981.0;5;1;0;-1;-1; -1;-1
202200000269;1 099 073;813 489;B01;1;1;4;1;1984.0;5;1;0;-1;-1; -1;-1
202200000269;1 099 074;813 490;A01;4;2;1;1;2013.0;5;1;0;-1;-1; -1;-1
202200000269;1 099 075;813 490;A01;3;2;1;1;2015.0;5;1;0;-1;-1; -1;-1
202200000269;1 099 076;813 490;A01;2;2;1;1;2010.0;5;1;0;-1;-1; -1;-1
202200000269;1 099 077;813 490;A01;1;1;1;1;1987.0;5;1;0;-1;-1; -1;-1
202200000270;1 099 069;813 488;A01;1;1;1;1;1965.0;1;8;-1;-1;-1; -1;-1
202200000270;1 099 070;813 488;A01;10;3;4;2;1991.0;9;0;-1;-1;3;3;1
202200000271;1 099 067;813 487;A01;1;1;1;1;2000.0;0;8;-1;-1;-1; -1;-1
202200000271;1 099 068;813 487;A01;10;3;4;1;1960.0;0;0;-1;-1;3;3;1
202200000272;1 099 064;813 485;B01;4;2;4;1;2012.0;0;1;-1;-1;-1; -1;-1
202200000272;1 099 065;813 485;B01;1;1;1;2;2003.0;0;1;-1;-1;-1; -1;-1
202200000272;1 099 066;813 486;A01;1;1;1;1;1984.0;0;1;-1;-1;-1; -1;-1
202200000273;1 099 059;813 483;A01;1;1;1;1;1973.0;4;1;0;-1;-1; -1;-1
202200000273;1 099 060;813 483;A01;2;2;1;1;2007.0;5;1;0;-1;-1; -1;-1
202200000273;1 099 061;813 483;A01;4;2;1;2;1975.0;4;1;0;-1;-1; -1;-1
202200000273;1 099 062;813 484;B01;1;1;3;2;1987.0;5;1;0;-1;-1; -1;-1
202200000273;1 099 063;813 484;B01;2;2;1;2;1962.0;5;1;0;-1;-1; -1;-1
202200000274;1 099 057;813 482;B01;2;2;3;2;1996.0;0;8;0;-1;-1; -1;-1
202200000274;1 099 058;813 482;B01;1;1;1;1;1973.0;0;8;0;-1;-1; -1;-1
202200000275;1 099 053;813 478;B01;1;1;4;2;1995.0;0;1;8;-1;-1; -1;-1
202200000275;1 099 055;813 480;A01;1;1;1;2;1985.0;0;1;0;-1;-1; -1;-1
